ssid,bssid,encryption,vendor,longitude,latitude
Patienten-WLAN,20:b3:99:44:ca:3b,[ESS],Enterasys,8.64551438276704,49.8707798681764
***,20:b3:99:a5:88:20,[WPA2-PSK-CCMP][ESS],Enterasys,8.64346750089014,49.8741413521061
***,20:b3:99:a5:88:28,[WPA2-PSK-CCMP][ESS],Enterasys,8.64305396429971,49.8742302442877
K+R,5c:49:79:3e:dc:4e,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64451248472082,49.8741112710688
***,88:c2:55:2a:cc:6b,[WPA2-PSK-CCMP][ESS],Texas Instruments,8.64541390626829,49.8712940428174
UPC8911F66,90:5c:44:81:95:20,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64478264426325,49.873178307961
UPC8911F66,90:5c:44:81:95:42,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64503163039191,49.8724852074332
UPC733E89E,90:5c:44:ad:eb:84,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.6449325701794,49.8727417205375
REMOTE88dhry,00:1d:c9:08:72:d5,[WPA2-PSK-CCMP][ESS],GainSpan Corp.,8.64414079160343,49.874521874537
WLAN-891712,1c:c6:3c:89:17:87,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Technology Corporation,8.64474509505757,49.872528249938
KDA,20:b3:99:44:c1:f2,[WPA2-EAP-CCMP][ESS],Enterasys,8.64402225025114,49.8726803351749
Telekom,20:b3:99:44:c1:f3,[ESS],Enterasys,8.64370848664393,49.8728228349266
KDA,20:b3:99:a5:88:21,[WPA2-EAP-CCMP][ESS],Enterasys,8.64412987907396,49.8744246902833
Telekom,20:b3:99:a5:88:22,[ESS],Enterasys,8.64412987907396,49.8744246902833
Patienten-WLAN,20:b3:99:a5:88:23,[ESS],Enterasys,8.644122792747,49.8742779385736
Telekom,20:b3:99:a5:88:2a,[ESS],Enterasys,8.64413854266123,49.8745041554631
Patienten-WLAN,20:b3:99:a5:88:2b,[ESS],Enterasys,8.64413854266123,49.8745041554631
dune.ap,44:4e:6d:17:07:f8,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64414156507732,49.8745278765808
UPC5713FA9,90:5c:44:98:ea:8b,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64480778877582,49.8723525012004
UPC5713FA9,90:5c:44:98:ea:b8,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64534735852746,49.8736803598617
Monkeys,90:5c:44:9c:78:1c,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64465796870128,49.8727384963767
Monkeys,90:5c:44:9c:78:43,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64476177580684,49.8724854841677
UPC733E89E,90:5c:44:ad:eb:9d,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64473748408451,49.8725472252479
UPC8C4DEE4,ac:22:05:e4:fc:56,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64415797009904,49.8747039948016
UPC2320688,c4:27:95:be:df:d0,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Technicolor CH USA Inc.,8.64412400978507,49.8743433564717
ibis,00:f6:63:3a:1b:61,[ESS],"Cisco Systems, Inc",8.64464159553861,49.8726805688214
Telekom,00:f6:63:81:a3:31,[ESS],"Cisco Systems, Inc",8.64631777479026,49.8718014848788
***,00:f6:63:9e:bf:30,[WPA2-EAP-CCMP][WPA-EAP-TKIP][ESS],"Cisco Systems, Inc",8.64312681799959,49.8736849094497
Mauer Leer,38:10:d5:c7:53:b3,[WPA2-PSK-CCMP][ESS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64284881923869,49.871382022213
1und1 Mobile WLAN-Router_952C1A,6c:8b:2f:95:2c:1a,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][WPS],zte corporation,8.6431978240109,49.873623863822
FRITZ!Box 7412,78:81:02:37:0d:35,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64604320194792,49.8710828771102
PHICOMM_8B2B3B,d8:42:ac:8b:2b:3b,[WPA2-PSK-CCMP][ESS],"Shanghai Feixun Communication Co.,Ltd.",8.64450128514497,49.8711765654756
Telekom,00:f6:63:3a:1e:e0,[ESS],"Cisco Systems, Inc",8.64291320498194,49.8730492440398
m3connect,00:f6:63:3a:1e:e2,[ESS],"Cisco Systems, Inc",8.64291320498194,49.8730492440398
EasyBox-B59F444i,4c:09:d4:b5:9f:58,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64540373777226,49.8707259780274
ibis,00:f6:63:3a:1e:e1,[ESS],"Cisco Systems, Inc",8.6430103685879,49.8731683129428
ibis,00:f6:63:3b:ae:12,[ESS],"Cisco Systems, Inc",8.64546649716294,49.8706667579581
Telekom,00:f6:63:5c:f9:51,[ESS],"Cisco Systems, Inc",8.64555537180018,49.870981236021
ibis,00:f6:63:67:9d:22,[ESS],"Cisco Systems, Inc",8.64317896136707,49.8739037816477
Telekom,00:f6:63:3b:ae:11,[ESS],"Cisco Systems, Inc",8.6456479220259,49.8708866630593
ibis,00:f6:63:59:e2:11,[ESS],"Cisco Systems, Inc",8.64328914939413,49.8725239035223
m3connect,00:f6:63:59:e2:12,[ESS],"Cisco Systems, Inc",8.64339489990136,49.8725432012459
Telekom,00:f6:63:5a:f2:80,[ESS],"Cisco Systems, Inc",8.64317753609735,49.8725035358147
Telekom,00:f6:63:66:02:00,[ESS],"Cisco Systems, Inc",8.64336787584433,49.8725382698118
Telekom,00:f6:63:67:96:81,[ESS],"Cisco Systems, Inc",8.64586580497023,49.8730024231308
m3connect,00:f6:63:67:96:83,[ESS],"Cisco Systems, Inc",8.64566459319832,49.8729588715862
Telekom,00:f6:63:96:66:e1,[ESS],"Cisco Systems, Inc",8.64638471250543,49.875398673626
Telekom,00:f6:63:9e:bf:31,[ESS],"Cisco Systems, Inc",8.64610291307959,49.8730740757572
m3connect,00:81:c4:30:c1:43,[ESS],"Cisco Systems, Inc",8.64373409122408,49.8701403658028
***,00:f6:63:0e:ac:80,[WPA2-EAP-CCMP][WPA-EAP-TKIP][ESS],"Cisco Systems, Inc",8.64379474792244,49.8706238346644
ibisbudget,00:f6:63:0e:ac:82,[ESS],"Cisco Systems, Inc",8.64379474792244,49.8706238346644
ibisbudget,00:f6:63:19:fc:d1,[ESS],"Cisco Systems, Inc",8.64395942288278,49.8719363410399
***,00:f6:63:1c:83:20,[WPA2-EAP-CCMP][WPA-EAP-TKIP][ESS],"Cisco Systems, Inc",8.64373094100465,49.8701152564774
Telekom,00:f6:63:4b:63:b1,[ESS],"Cisco Systems, Inc",8.64379219369196,49.8706034761667
ibis,00:f6:63:81:a5:c2,[ESS],"Cisco Systems, Inc",8.64382154731507,49.8708374382439
Leviathan-EXT5G,90:8d:78:a1:db:d6,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],D-Link International,8.64406685005293,49.8727925283867
WGaner,ac:22:05:a7:79:8e,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64417978311392,49.8736925651162
GENUA,f0:9c:e9:6e:a1:e8,[WPA2-PSK-CCMP][ESS],Aerohive Networks Inc.,8.64418716145723,49.8737513667657
m3connect,00:81:c4:30:b8:23,[ESS],"Cisco Systems, Inc",8.6439093469946,49.873133210557
SIGNUM5,00:11:6b:48:99:c9,[WPA2-PSK-TKIP][ESS],"Digital Data Communications Asia Co.,Ltd",8.64020456401373,49.8715052722615
TP-Link_E054,70:4f:57:55:e0:54,[WPA2-PSK-CCMP][ESS][WPS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.64668997032289,49.8716531419887
WLAN-170257,00:0e:8f:14:54:03,[WPA2-PSK-CCMP][ESS][WPS],Sercomm Corp.,8.64499108962713,49.8709849367428
Akhil Network,00:1c:4a:a0:0d:bf,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS],AVM GmbH,8.64402532929265,49.8688510545198
EasyBox-583829,b4:a5:ef:0a:6d:cc,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64571840581839,49.8708818311737
FRITZ!Box 7412,e8:df:70:ba:9c:a8,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.6468793813328,49.8709807095606
NETGEAR,00:1e:2a:6f:31:7e,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],NETGEAR,8.64707112422851,49.8703162122122
Sonja,08:96:d7:d5:57:bd,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],AVM GmbH,8.64786813482007,49.871606253141
FRITZ!Box 7490,34:81:c4:cd:4b:d4,[WPA2-PSK-CCMP][ESS][WPS],AVM GmbH,8.64640320748214,49.8703337928617
Mohamad jarad,4c:09:d4:2d:9a:a8,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64714894032814,49.8703241242497
WLAN-281293,4c:09:d4:bd:d6:51,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Technology Corporation,8.64615796218759,49.871038766453
WLAN-AA2F39,50:7e:5d:aa:2f:30,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Technology Corporation,8.64627799190703,49.8703841106615
EasyBox-323324,78:81:02:ef:53:94,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64628301243394,49.8703143131326
EasyBox-323324,78:81:02:ef:53:96,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64632221835693,49.87057555473
EasyBox-211243,78:94:b4:17:2e:cc,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64632338156396,49.8711820515144
EasyBox-599632,78:94:b4:39:59:52,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64642071951453,49.8702560590783
Unitymedia Public WifiSpot,84:18:3a:34:79:58,[ESS],Ruckus Wireless,8.64788075656589,49.8710042029893
Unitymedia Public WifiSpot,84:18:3a:34:79:5c,[ESS],Ruckus Wireless,8.64823842141941,49.8709534228037
Unitymedia WifiSpot,84:18:3a:74:79:5c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.64819444527339,49.8709431195823
WLAN-ARM8FW,8c:eb:c6:83:1e:9c,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64652204947873,49.8708196092655
Telekom_FON,8c:eb:c6:83:1e:9d,[ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64660914699949,49.8706744183394
Pantelis,9c:80:df:8a:06:ca,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64590951410513,49.8713044619407
Gastzugang,9c:80:df:8a:06:cb,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64596682865903,49.8712383067724
Pantelis,9c:80:df:8a:06:cc,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64629841854057,49.8704752645214
Gastzugang,9c:80:df:8a:06:cd,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64648094836205,49.8703481482103
EasyBox-583829,b4:a5:ef:0a:6d:ce,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64599285395897,49.8707576110702
EasyBox-112832,b4:a5:ef:a0:88:96,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64656548760481,49.8703372587757
EasyBox-687598,b4:a5:ef:b9:f0:96,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64658092579543,49.8704893162313
FRITZ!Box 7490,cc:ce:1e:39:39:c2,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64627586035625,49.8706082701931
WLAN-Z5LMU3,d0:ff:98:4f:b7:77,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64633738504985,49.8702835244477
FRITZ!Box 7560 PD,e0:28:6d:28:f1:1a,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64613243118762,49.8703304807699
***,e0:28:6d:ca:65:d5,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.6462746367954,49.8711051032926
o2-WLAN68,e0:51:63:16:68:81,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Corporation,8.64561022801869,49.8713038467231
EasyBox-198002,e0:60:66:a4:fb:46,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.64637729051807,49.8710718274839
EasyBox-014886,e0:60:66:dd:96:de,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.64598075172829,49.8709103047863
Fritzbox-5102,00:09:4f:95:f1:79,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS],elmegt GmbH & Co. KG,8.64641268995117,49.8719381924345
WLAN-88AF17,20:2b:c1:ea:88:af,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64541742992797,49.8707635632312
TA,24:65:11:de:77:d7,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],AVM GmbH,8.64608992205467,49.8713798528207
Mohamad jarad,4c:09:d4:2d:9a:aa,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64668886917808,49.8705139070047
Berendes&Hoffmann,60:e3:27:c7:34:dc,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.6505181813434,49.8718563774047
EasyBox-874063,78:81:02:ab:19:28,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64619773498062,49.8706588943743
Unitymedia WifiSpot,84:18:3a:74:79:58,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.64783364631401,49.8709618572614
WLAN-48QQZ2,84:db:ac:54:cf:b2,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64711798824659,49.8708640774026
Telekom_FON,84:db:ac:54:cf:b3,[ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64718997008449,49.8707939929843
EasyBox-DA4F20,88:03:55:da:4f:5c,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64684038724484,49.8705089433595
Gastzugang,88:03:55:da:4f:5d,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.6468185609795,49.8706023666149
Gastzugang,88:03:55:da:4f:5f,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64657956092484,49.8706397743503
WLAN-ARM8FW,8c:eb:c6:83:1e:9a,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64600149001437,49.8711493022148
Telekom_FON,8c:eb:c6:83:1e:9b,[ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64575033769915,49.871059041839
o2-WLAN82,a0:e4:cb:cb:42:9a,[WPA2-PSK-CCMP][ESS][WPS],Zyxel Communications Corporation,8.64790083832372,49.8705849862883
JungHH-5G,b0:7f:b9:9b:77:94,[WPA2-PSK-CCMP][ESS][WPS],NETGEAR,8.64734182794548,49.8715856739471
EasyBox-799851,b4:a5:ef:27:95:84,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64672237656629,49.8702508707386
EasyBox-799851,b4:a5:ef:27:95:86,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64662726258471,49.8705042899988
EasyBox-112832,b4:a5:ef:a0:88:94,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64705522544393,49.8714355444256
UPC4BC77E1,dc:53:7c:f5:1f:21,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64765684053582,49.8704892015028
EasyBox-198002,e0:60:66:a4:fb:44,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.6455545010537,49.8708918468987
HeimNetz,e0:60:66:db:67:64,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.64698005556813,49.8716579314972
HeimNetz,e0:60:66:db:67:66,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.64626008950762,49.8710557253989
EasyBox-385850,e0:60:66:dd:ae:6c,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.64633293830629,49.8713277216968
EasyBox-385850,e0:60:66:dd:ae:6e,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.64638665371168,49.8711357842052
FRITZ!Box 7560 SL,e8:df:70:50:e3:5b,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64630535720324,49.8704173377932
ZYXEL-700,1c:74:0d:b7:0b:6e,[WPA2-PSK-CCMP][ESS][WPS],Zyxel Communications Corporation,8.64950807073622,49.8716615916661
Ei gude wie Fritzche?,38:10:d5:b2:16:38,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64631566275813,49.8706004976489
WLAN-1F6D29,50:7e:5d:1f:6d:ea,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Technology Corporation,8.64778191205036,49.8716953972145
FRITZ!Box 5000,50:c7:bf:41:f2:05,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.64850705802935,49.8715812258189
UPC82CB337,54:67:51:04:f6:77,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64849567611836,49.8705378232829
Lulu Glowjob 5,54:67:51:22:1b:17,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64952522473739,49.8711208202127
UPCFA673C1,54:67:51:22:5b:ae,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64806808399033,49.8705969698527
FRITZ!Box 754,5c:49:79:26:40:d2,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.6466014356541,49.8703759341629
o2-WLAN93,5c:dc:96:a1:35:35,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Technology Corporation,8.64717157691343,49.8718696921223
o2-WLAN93,5c:dc:96:a1:35:39,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Technology Corporation,8.64640679241844,49.8711512296965
WLAN-630336,88:03:55:63:03:d7,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Technology Corporation,8.64813965246198,49.8704836626145
EasyBox-DA4F20,88:03:55:da:4f:5e,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64668064475067,49.8708674972417
EasyBox-02FE64,9c:80:df:02:fe:06,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64852344656871,49.8708585270283
Gastzugang,9c:80:df:02:fe:07,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64838732208225,49.870703707295
Gastzugang,9c:80:df:02:fe:09,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64789173283932,49.8716193049563
Vassilis-PC_Network,ac:22:05:19:44:d9,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64837851274374,49.8702890649905
UPC3DCFCB5,ac:22:05:cc:a9:50,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64798327794161,49.8704715797006
JungHH,b0:7f:b9:9b:77:95,[WPA2-PSK-CCMP][ESS][WPS],NETGEAR,8.64645758349438,49.8690586386215
Telekom_FON,bc:75:74:41:e8:b6,[ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64890049182896,49.8718140843003
GianpieGabriel,bc:75:74:41:e8:b8,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64876826228905,49.8717517395058
Telekom_FON,bc:75:74:41:e8:b9,[ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64869903824097,49.8717305638272
Wankers33,cc:ce:1e:8d:21:4b,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64794746049187,49.8708234911036
Wankers33,cc:ce:1e:8d:21:4c,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64797375638847,49.8705633993108
FRITZ!Box 7560 MQ,cc:ce:1e:c5:7c:c3,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64794617242965,49.8711493510071
WLAN-56EJ9E,cc:ce:1e:cb:97:8c,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64764725144785,49.8716411113415
WLAN-5CD3CY,d0:ff:98:4f:c6:47,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64810351776865,49.8711916358609
Telekom_FON,d0:ff:98:4f:c6:48,[ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64793516177465,49.8716451379243
WLAN-6UBN9T,e4:fb:5d:0c:2f:60,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64917827929466,49.8710755880848
WLAN-6UBN9T,e4:fb:5d:0c:2f:63,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64817336886654,49.8713202817774
o2-WLAN03,e8:37:7a:b0:d3:3d,[WPA2-PSK-CCMP][ESS][WPS],Zyxel Communications Corporation,8.6497136275558,49.8690993547793
o2-WLAN93,ec:08:6b:6f:3b:eb,[WPA2-PSK-CCMP+TKIP][ESS][WPS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.64606939863328,49.8715904350369
FRITZ!Box 7412,38:10:d5:9b:38:cb,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64879364942398,49.8708003693124
EasyBox-5B7B34,50:7e:5d:5b:7b:ec,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],Arcadyan Technology Corporation,8.6463583102033,49.8715517691769
UPC82CB337,54:67:51:04:f6:9d,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64913445821268,49.8703970600496
WLAN-SO-LOCAL,7c:7d:3d:b4:1e:86,[WPA2-PSK-CCMP][ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.65033079072926,49.8697673312444
Telekom_FON,7c:7d:3d:b4:1e:87,[ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64730426659372,49.8725052809005
WLAN-SO-LOCAL,7c:7d:3d:b4:1e:88,[WPA2-PSK-CCMP][ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64910849600003,49.8707847125456
Telekom_FON,7c:7d:3d:b4:1e:89,[ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64884136154575,49.8704568017004
UPC577C459,90:5c:44:a0:06:f8,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.6495140800609,49.8711788419139
UPC577C459,90:5c:44:a0:07:04,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.649814045209,49.8714548371843
EasyBox-02FE64,9c:80:df:02:fe:08,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64764513089631,49.8715946955799
Speedlink-542,a0:e4:cb:ec:62:f2,[WPA2-PSK-CCMP][ESS][WPS],Zyxel Communications Corporation,8.64833570389166,49.8720523006235
UPCAE27B1B,ac:22:05:c3:f3:a9,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64878964306199,49.8702431627495
UPCD3CA81F,ac:22:05:dd:3a:96,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64940013299781,49.8712146417527
EasyBox-586019,b4:a5:ef:26:59:9e,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64862601011222,49.8708056140281
GianpieGabriel,bc:75:74:41:e8:b5,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64858278658181,49.8717816745795
EasyBox-639354,78:94:b4:4b:9c:62,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64872163120988,49.870533330674
o2-WLAN07,a0:e4:cb:28:d0:3d,[WPA2-PSK-CCMP][ESS][WPS],Zyxel Communications Corporation,8.64550365139417,49.8721855528071
UPC51BC3E4,ac:22:05:5d:3e:23,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64855463145174,49.8721623299238
UPC51BC3E4,ac:22:05:5d:3e:33,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64861285127437,49.8719725334636
EasyBox-586019,b4:a5:ef:26:59:9c,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64923090340483,49.8714087933106
jLan_2G,c0:56:27:7f:cf:2b,[WPA2-PSK-CCMP][ESS][WPS],Belkin International Inc.,8.64911769567119,49.8718620507371
